Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-206,North Sea,Chevron,Routine,Night,Standby,Sandstorm,Critical,2023-10-16,2023-06-10,4,493.40235278624226,35.521736159005904
W-207,Algeria,BP,Emergency,Day,Active,Windy,Critical,2024-02-02,2022-08-20,6,560.280801801115,33.25726014270308
W-208,North Sea,ExxonMobil,Emergency,Day,Standby,Sandstorm,Critical,2023-05-12,2022-08-09,2,425.26986366449734,39.982225819300005
W-209,Qatar,Shell,Routine,Day,Active,Cloudy,High,2023-03-09,2023-02-09,8,530.9068630227758,33.519187074529675
W-210,Qatar,Chevron,Emergency,Day,Active,Rainy,High,2023-12-24,2022-08-23,3,695.9331496143297,34.88459747131361
W-211,North Sea,Chevron,Emergency,Day,Active,Cloudy,Low,2023-10-18,2023-04-09,1,360.7900445277077,30.469996234596927
W-212,Qatar,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-01-17,2022-06-23,4,762.3851006210948,23.483627562039636
W-213,North Sea,ExxonMobil,Emergency,Day,Standby,Sandstorm,Medium,2023-08-17,2022-07-19,4,314.48669817271497,34.27330143678289
W-214,Texas,BP,Routine,Night,Standby,Rainy,Low,2023-03-05,2023-02-07,1,441.739778781739,33.62025869822869
W-215,North Sea,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2023-11-15,2023-07-19,1,399.68993782644975,43.549543407038534
W-216,North Sea,ExxonMobil,Corrective,Day,Active,Sandstorm,Critical,2023-08-26,2022-12-22,5,467.3046821879308,38.33723011991609
W-217,Qatar,ExxonMobil,Corrective,Night,Standby,Windy,Low,2024-01-03,2022-10-08,4,398.13165496111105,32.934394402618494
W-218,Qatar,Shell,Emergency,Day,Failure,Sunny,High,2024-04-28,2023-10-02,3,389.0336403808462,35.70831512369638
W-219,Abu Dhabi,Chevron,Emergency,Night,Failure,Sandstorm,Low,2023-06-29,2022-10-09,2,357.59040733860553,39.53508981834827
W-220,Abu Dhabi,TotalEnergies,Routine,Night,Standby,Cloudy,Medium,2024-07-31,2023-04-22,1,577.2864354267465,37.583775134949335
W-221,Texas,Shell,Emergency,Day,Active,Cloudy,Low,2023-11-18,2023-09-05,5,471.44504048713037,43.34452917165392
W-222,Abu Dhabi,BP,Routine,Day,Active,Windy,Critical,2024-01-06,2022-08-28,5,440.0587496360591,31.053017903898912
W-223,North Sea,BP,Routine,Day,Failure,Sunny,High,2024-02-13,2023-12-17,2,533.8708292698593,39.875171034768755
W-224,Qatar,ExxonMobil,Emergency,Day,Failure,Sunny,Medium,2024-02-05,2022-09-18,4,320.64373866913286,32.88563832332948
W-225,Abu Dhabi,ExxonMobil,Routine,Day,Standby,Cloudy,High,2023-11-03,2023-05-07,6,536.7647052759615,35.96808247383493
W-226,Abu Dhabi,BP,Corrective,Night,Failure,Rainy,High,2023-09-15,2023-01-13,2,488.7476718774505,32.21161502613414
W-227,Texas,ExxonMobil,Emergency,Night,Standby,Windy,Medium,2023-02-02,2022-11-08,4,492.43546039649266,34.289959134931365
W-228,Texas,TotalEnergies,Corrective,Night,Failure,Windy,High,2023-01-14,2022-11-12,3,562.3000101088335,36.057810301394774
W-229,North Sea,ExxonMobil,Emergency,Night,Failure,Cloudy,High,2023-08-03,2023-01-26,4,697.222881055219,37.966267821389046
W-230,Qatar,Chevron,Routine,Night,Failure,Cloudy,Low,2023-07-20,2023-05-16,5,538.7569690345831,35.30678570688662
W-231,Texas,ExxonMobil,Emergency,Night,Active,Rainy,High,2023-08-21,2023-04-18,0,476.01505906342607,22.56925160764882
W-232,Abu Dhabi,Shell,Corrective,Night,Active,Rainy,High,2023-03-25,2023-02-03,4,358.0826734908878,34.615256208502196
W-233,Qatar,TotalEnergies,Routine,Day,Active,Sunny,High,2024-03-18,2022-11-02,1,213.10184892394682,42.35200381160076
W-234,Qatar,Shell,Emergency,Day,Failure,Windy,High,2024-05-29,2023-07-26,1,515.3461000595435,34.57564101765311
W-235,Abu Dhabi,Shell,Emergency,Night,Standby,Windy,Medium,2024-07-17,2022-06-09,3,348.8439991782959,42.49240920063357
W-236,Texas,Chevron,Emergency,Night,Standby,Cloudy,Critical,2023-10-23,2022-06-30,2,195.1683854897425,34.39901627866522
W-237,Abu Dhabi,TotalEnergies,Corrective,Day,Standby,Sunny,Low,2024-02-25,2023-05-26,1,457.8955492280891,27.14009289600194
W-238,Qatar,TotalEnergies,Corrective,Day,Standby,Windy,High,2024-05-28,2022-12-23,2,528.7378082914254,32.83522576967621
W-239,Algeria,TotalEnergies,Emergency,Day,Active,Sunny,High,2023-09-08,2023-07-19,2,589.3164579843129,32.207831572915076
W-240,Algeria,TotalEnergies,Routine,Day,Active,Sunny,Medium,2023-07-05,2023-06-20,4,627.3500856325427,33.85233468832589
W-241,North Sea,TotalEnergies,Routine,Night,Failure,Cloudy,Critical,2024-07-16,2023-08-03,5,605.0854596314058,29.07340778798871
W-242,Abu Dhabi,Chevron,Corrective,Day,Failure,Sunny,High,2023-11-06,2023-10-04,3,608.3090035524881,34.95589266548423
W-243,Abu Dhabi,ExxonMobil,Routine,Night,Standby,Rainy,Medium,2023-10-26,2023-07-06,3,323.8315984893617,33.35870079666581
W-244,North Sea,Shell,Corrective,Night,Active,Rainy,Low,2023-04-18,2022-08-15,1,482.04852351118905,41.43930928689296
W-245,North Sea,TotalEnergies,Emergency,Night,Standby,Sandstorm,Low,2023-03-06,2022-12-18,0,569.5802679913535,28.948814390441626
W-246,North Sea,ExxonMobil,Corrective,Day,Failure,Cloudy,High,2024-05-20,2022-10-05,3,505.56495381743605,36.228343433173244
W-247,Qatar,ExxonMobil,Corrective,Day,Failure,Sandstorm,High,2024-01-04,2022-12-12,7,481.3820868100999,37.05514061308721
W-248,Abu Dhabi,Shell,Emergency,Night,Standby,Rainy,Critical,2023-07-15,2023-04-22,1,503.37080238947703,38.87490444503808
W-249,Qatar,Chevron,Routine,Night,Failure,Sandstorm,Critical,2023-04-26,2023-04-18,8,529.4640797850981,33.18206061590786
W-250,North Sea,BP,Corrective,Night,Standby,Cloudy,High,2023-11-30,2023-10-29,4,490.7727553477207,36.104004972962684
W-251,Abu Dhabi,BP,Corrective,Day,Active,Cloudy,Medium,2023-12-17,2022-10-06,5,398.446477110912,36.76639062723141
W-252,Qatar,ExxonMobil,Emergency,Night,Standby,Sunny,Critical,2023-05-05,2023-02-12,3,295.6611071434851,26.758180997528264
W-253,Qatar,Shell,Routine,Day,Active,Windy,High,2024-05-25,2022-07-21,4,475.5167406234509,33.361497042722675
W-254,North Sea,BP,Corrective,Night,Active,Sunny,Critical,2023-02-20,2023-01-02,4,506.8979305166329,34.836674680665055
W-255,Abu Dhabi,ExxonMobil,Emergency,Night,Failure,Cloudy,High,2023-08-02,2023-06-13,3,505.589549777113,35.42289110058728
W-256,North Sea,Chevron,Corrective,Night,Failure,Rainy,Low,2024-02-13,2023-05-17,4,614.3505276298654,35.36169496147737
W-257,Abu Dhabi,BP,Emergency,Day,Failure,Rainy,High,2023-06-14,2022-11-07,4,635.6727561227511,37.18760646153982
W-258,Algeria,ExxonMobil,Routine,Day,Standby,Sunny,Low,2024-05-11,2022-06-19,4,487.51726354769085,44.688024634970816
W-259,Texas,ExxonMobil,Routine,Night,Standby,Cloudy,Critical,2024-03-19,2022-08-11,3,488.3762196203829,32.02285713127507
W-260,Texas,TotalEnergies,Routine,Day,Failure,Rainy,High,2024-04-18,2023-06-09,7,568.7754319484781,36.90585886276621
W-261,Texas,Chevron,Routine,Night,Standby,Cloudy,Critical,2023-03-13,2023-02-23,3,551.185805542157,41.506515929996894
W-262,North Sea,TotalEnergies,Corrective,Day,Failure,Rainy,Low,2023-03-26,2022-10-02,1,446.89301578383987,26.006806900193617
W-263,Algeria,Shell,Corrective,Day,Standby,Cloudy,High,2023-06-21,2023-06-04,5,579.081660336653,36.34065539882055
W-264,Abu Dhabi,TotalEnergies,Routine,Day,Active,Sandstorm,Critical,2023-11-07,2023-11-02,3,482.43507092606217,26.598103467541435
W-265,Qatar,TotalEnergies,Routine,Night,Active,Cloudy,Low,2024-03-24,2023-04-09,4,484.98671135597266,45.92788870231268
W-266,Abu Dhabi,BP,Routine,Day,Failure,Cloudy,Critical,2024-05-16,2023-07-07,3,552.0336554106368,37.61025367148941
W-267,Qatar,ExxonMobil,Corrective,Day,Standby,Sunny,Medium,2024-02-27,2023-10-03,3,463.8600056308092,36.9354532890218
W-268,Abu Dhabi,Chevron,Routine,Night,Standby,Sandstorm,Low,2024-07-11,2022-11-04,4,511.3607008988004,25.63312985464749
W-269,Algeria,TotalEnergies,Routine,Night,Active,Windy,Low,2024-03-19,2022-11-26,0,535.7053167729858,32.477540902719035
W-270,Qatar,Chevron,Routine,Night,Active,Sunny,Low,2023-07-03,2022-06-01,3,598.0614271359452,32.50101970712613
W-271,North Sea,TotalEnergies,Emergency,Night,Failure,Windy,High,2023-06-09,2023-04-17,5,589.7768696330331,43.832277769593944
W-272,Abu Dhabi,Shell,Routine,Day,Active,Rainy,High,2024-02-22,2023-12-03,3,532.0453372121996,38.64600618427883
W-273,Abu Dhabi,TotalEnergies,Emergency,Day,Failure,Windy,High,2023-04-26,2023-02-18,2,186.94775186717732,26.735366512918887
W-274,Qatar,BP,Emergency,Day,Active,Cloudy,Medium,2023-02-25,2022-07-18,2,529.2020983665443,37.347511261759834
W-275,North Sea,ExxonMobil,Routine,Day,Active,Windy,Medium,2023-11-16,2023-02-24,4,547.7463114735093,27.485478582138825
W-276,North Sea,Shell,Emergency,Day,Standby,Sunny,Low,2024-05-07,2022-08-01,5,572.1114616556454,26.853333961778542
W-277,Algeria,TotalEnergies,Routine,Night,Active,Sunny,Medium,2023-03-02,2022-06-10,6,385.2770044721542,37.26711041846788
W-278,North Sea,Chevron,Corrective,Day,Active,Windy,Critical,2024-04-20,2023-06-05,4,245.35087370961293,38.723845654932205
W-279,North Sea,Shell,Corrective,Day,Failure,Sunny,Low,2024-05-01,2023-12-29,3,596.74040129404,37.29376795016118
W-280,North Sea,Shell,Corrective,Day,Active,Sunny,Low,2023-10-17,2023-08-02,7,353.05680878444514,44.39791291040658
W-281,Texas,TotalEnergies,Corrective,Night,Failure,Windy,Critical,2023-02-04,2023-01-13,2,646.6603453181378,36.84376268163856
W-282,Algeria,Shell,Emergency,Night,Active,Sandstorm,Low,2023-04-15,2022-07-28,2,430.5617737029404,35.85047104386535
W-283,Abu Dhabi,Chevron,Routine,Day,Active,Sandstorm,Medium,2024-02-29,2022-11-12,3,376.73924499777166,28.91995280829125
W-284,Qatar,Shell,Routine,Night,Failure,Rainy,High,2024-03-03,2022-12-10,2,541.9546367043183,39.28806839326374
W-285,Abu Dhabi,Chevron,Routine,Night,Standby,Sunny,Critical,2024-06-23,2023-09-01,3,573.9411302005265,26.74277874817905
W-286,Algeria,TotalEnergies,Corrective,Night,Failure,Windy,Medium,2023-12-16,2023-09-25,2,566.7893626490693,45.10184536908958
W-287,Qatar,ExxonMobil,Corrective,Night,Failure,Sunny,Critical,2023-03-16,2023-01-18,2,560.1932487123092,39.3539897112994
W-288,Algeria,Shell,Routine,Night,Failure,Cloudy,Critical,2023-03-14,2023-02-06,3,415.06516312960406,48.948986766471975
W-289,North Sea,ExxonMobil,Corrective,Night,Standby,Sunny,Low,2024-03-08,2022-06-27,6,316.7708244455366,36.94664054287303
W-290,Qatar,Chevron,Routine,Night,Active,Sunny,Low,2023-04-21,2022-11-21,2,453.2402725641059,39.60083030545334
W-291,North Sea,Shell,Routine,Day,Failure,Sandstorm,Medium,2023-07-17,2023-02-26,7,362.5150654381414,33.61414445008664
W-292,Abu Dhabi,BP,Routine,Day,Failure,Windy,Critical,2023-10-20,2022-08-10,3,551.9058421879324,34.78360206055933
W-293,Abu Dhabi,ExxonMobil,Routine,Night,Standby,Sunny,Low,2023-01-15,2022-12-18,4,604.9097372980495,29.742330455883472
W-294,Qatar,Shell,Routine,Day,Failure,Sandstorm,Low,2023-05-30,2023-04-02,1,520.7235980142563,27.761456757161653
W-295,Qatar,ExxonMobil,Routine,Day,Active,Rainy,Critical,2023-09-02,2023-05-15,0,499.8866222672701,35.9474890345666
W-296,Algeria,Shell,Routine,Night,Standby,Sandstorm,Medium,2023-06-17,2022-07-18,3,462.74809057859215,34.754087469130845
W-297,Algeria,TotalEnergies,Corrective,Day,Active,Sandstorm,Medium,2023-03-23,2022-09-24,4,617.6419123446555,29.62013141950754
W-298,North Sea,ExxonMobil,Routine,Night,Active,Sandstorm,Critical,2024-03-12,2023-03-12,2,280.34375136267994,30.506341288391766
W-299,Qatar,BP,Routine,Night,Standby,Sunny,Medium,2024-05-02,2023-01-03,3,355.26187520038104,35.16234995353988
W-300,Abu Dhabi,BP,Corrective,Night,Failure,Sunny,Low,2023-06-04,2023-01-02,6,719.2079963280303,29.534391251092085
W-301,Algeria,Chevron,Corrective,Day,Active,Rainy,Critical,2024-04-09,2023-04-14,3,349.40487550356,36.7832253973757
W-302,Algeria,Shell,Corrective,Day,Active,Cloudy,Low,2023-08-20,2023-05-17,2,563.7244198964094,29.6895541643988
W-303,Abu Dhabi,ExxonMobil,Routine,Day,Active,Cloudy,High,2023-11-01,2023-09-22,1,588.4148129980305,36.27927239963074
W-304,Algeria,Chevron,Emergency,Day,Active,Cloudy,High,2024-05-28,2022-12-22,3,268.84987145820037,29.246439439699433
W-305,North Sea,ExxonMobil,Emergency,Night,Standby,Rainy,Medium,2024-03-25,2023-09-27,4,291.8842548636003,29.2674221158738
W-306,Qatar,Shell,Corrective,Night,Standby,Cloudy,High,2024-04-28,2022-12-21,3,651.765720871628,23.18884420079904
W-307,Abu Dhabi,BP,Emergency,Day,Active,Cloudy,Low,2023-03-24,2022-07-04,2,383.2467601694311,34.19860505007945
W-308,Qatar,TotalEnergies,Corrective,Night,Failure,Sandstorm,High,2023-02-11,2022-11-14,3,386.5242056282215,42.270323836517456
W-309,Algeria,BP,Routine,Night,Active,Sunny,Low,2024-06-20,2023-05-19,0,437.4948621981059,41.98665406958133
W-310,Algeria,Chevron,Emergency,Day,Failure,Sunny,Medium,2023-08-21,2023-05-22,2,383.5421548184819,36.62033751730457
W-311,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2023-06-22,2023-03-27,6,563.1521214413395,24.994927588032283
W-312,North Sea,Chevron,Emergency,Day,Failure,Sandstorm,Low,2024-03-10,2023-12-03,2,358.1554929131792,39.21937596616962
W-313,Texas,Shell,Routine,Night,Active,Sandstorm,High,2024-05-16,2023-11-28,3,264.1087366271033,36.12833136760474
W-314,Abu Dhabi,TotalEnergies,Emergency,Day,Failure,Sunny,Medium,2024-06-01,2023-05-29,5,638.7627820628941,32.9674842015433
W-315,Texas,Chevron,Routine,Night,Active,Cloudy,Critical,2023-07-09,2023-04-13,3,364.0507080568435,41.03683063956831
W-316,Texas,Shell,Routine,Night,Active,Sandstorm,Medium,2024-05-26,2023-05-01,3,409.75774799996844,38.07722343404257
W-317,North Sea,BP,Emergency,Day,Failure,Rainy,High,2023-01-25,2022-12-17,2,599.5829521546946,44.807745213929444
W-318,Texas,Shell,Routine,Day,Standby,Sandstorm,Critical,2023-01-30,2022-11-16,3,508.4292666105936,27.97180583025983
W-319,Texas,ExxonMobil,Routine,Day,Failure,Windy,High,2024-01-10,2022-08-03,0,633.48095103324,28.36284846382675
W-320,North Sea,Shell,Routine,Day,Standby,Sandstorm,Low,2023-02-07,2022-11-13,2,601.417052598408,29.205102746337708
W-321,Texas,Shell,Emergency,Night,Active,Sunny,Critical,2023-07-14,2022-09-11,1,445.58832252098523,33.57489244654378
W-322,Texas,ExxonMobil,Emergency,Night,Failure,Sandstorm,High,2024-02-08,2023-02-24,1,622.6303858983221,42.94086127398205
W-323,Texas,Chevron,Routine,Day,Failure,Windy,Critical,2023-07-22,2022-10-05,3,520.1327777351667,31.882037373231142
W-324,Abu Dhabi,Chevron,Routine,Night,Failure,Rainy,High,2023-04-18,2023-02-09,7,428.19345095715863,31.98897909720883
W-325,Abu Dhabi,Shell,Emergency,Day,Standby,Cloudy,Critical,2023-06-18,2023-04-17,3,534.8481947562217,37.08645966757311
W-326,Abu Dhabi,ExxonMobil,Emergency,Day,Standby,Sandstorm,High,2023-10-02,2022-11-22,2,342.86449761890077,39.21577723897252
W-327,North Sea,ExxonMobil,Routine,Night,Active,Windy,Low,2023-10-13,2022-07-20,2,600.0617242970469,23.816042028426693
W-328,Algeria,BP,Routine,Night,Standby,Windy,Critical,2024-04-14,2022-11-27,3,584.4942546017367,40.19857438094292
W-329,Texas,Chevron,Routine,Day,Standby,Rainy,Critical,2024-03-26,2023-07-09,6,514.4430129780603,31.723918470325145
W-330,Texas,TotalEnergies,Corrective,Day,Active,Sunny,Critical,2023-10-02,2022-12-15,3,269.80723701152226,34.487876430199364
W-331,North Sea,Chevron,Emergency,Day,Failure,Sandstorm,Critical,2024-05-22,2022-11-14,2,638.5285744542139,42.09132066368769
W-332,Texas,Chevron,Corrective,Night,Failure,Windy,Low,2023-03-10,2022-09-19,3,552.451122110895,33.917782003527634
W-333,Abu Dhabi,BP,Emergency,Night,Active,Rainy,Critical,2023-06-03,2023-03-26,6,497.2449983746538,27.34064739907046
W-334,Algeria,TotalEnergies,Emergency,Night,Failure,Cloudy,Medium,2024-05-11,2022-11-13,1,478.3200224985152,27.630473495345274
W-335,Qatar,BP,Emergency,Night,Standby,Windy,Low,2023-08-15,2023-08-13,2,435.59369272332765,34.8544405943532
W-336,Texas,TotalEnergies,Emergency,Day,Active,Rainy,Medium,2024-08-11,2022-07-16,5,458.6635084975854,33.328176324176226
W-337,Abu Dhabi,Shell,Emergency,Day,Active,Sunny,Critical,2023-10-07,2023-07-04,4,592.3060031474167,35.29736587084767
W-338,Qatar,TotalEnergies,Emergency,Day,Active,Sunny,High,2024-04-20,2022-10-21,2,437.9928748533175,32.99361009485181
W-339,Algeria,BP,Emergency,Day,Failure,Windy,Medium,2023-08-30,2023-03-21,2,467.0837428644305,41.20713425142436
W-340,Qatar,Chevron,Corrective,Day,Active,Windy,Critical,2023-09-12,2022-11-19,3,484.68880684317946,35.12383619907535
W-341,Abu Dhabi,TotalEnergies,Routine,Day,Active,Sandstorm,Medium,2023-08-18,2023-08-08,3,487.97632865359265,26.185111714869805
W-342,Qatar,TotalEnergies,Routine,Night,Active,Rainy,Critical,2024-03-07,2023-12-20,3,425.86257005283744,39.082664959317036
W-343,North Sea,ExxonMobil,Corrective,Night,Failure,Windy,Critical,2023-11-25,2023-09-25,6,479.57606673459236,44.53135472080089
W-344,Qatar,Chevron,Corrective,Day,Standby,Sandstorm,Critical,2024-07-20,2023-05-17,0,541.1976735081386,35.77465490594098
W-345,Texas,Shell,Corrective,Day,Active,Sandstorm,High,2023-05-31,2023-03-05,4,391.4234480238564,36.162751817201624
W-346,Texas,BP,Corrective,Night,Standby,Windy,Medium,2023-03-02,2022-12-02,1,480.13152592616456,31.100574939686457
W-347,North Sea,Shell,Emergency,Night,Failure,Sunny,Low,2023-08-24,2023-07-15,4,731.718104854532,33.78774630271451
W-348,Abu Dhabi,Chevron,Routine,Night,Failure,Rainy,Low,2024-01-06,2022-09-19,1,492.42267917543086,37.51435004746625
W-349,Texas,TotalEnergies,Emergency,Night,Failure,Rainy,Low,2024-05-31,2023-10-06,1,388.3492346165625,40.65895032989462
W-350,Algeria,TotalEnergies,Routine,Day,Failure,Sunny,Low,2023-07-27,2023-02-13,3,374.3105819248581,37.23000139465202
W-351,Texas,Chevron,Routine,Day,Standby,Windy,Critical,2024-01-28,2022-09-22,2,348.176591356077,44.09020439269487
W-352,Texas,TotalEnergies,Corrective,Day,Active,Rainy,Medium,2023-07-30,2022-11-17,0,695.2539874006708,35.49235157025542
W-353,Abu Dhabi,TotalEnergies,Emergency,Day,Failure,Windy,Medium,2024-01-06,2022-11-08,2,620.9626867659615,29.391522482407346
W-354,Qatar,TotalEnergies,Corrective,Day,Failure,Windy,High,2024-06-14,2023-04-08,3,345.2449919090943,29.53472304605611
W-355,Texas,BP,Emergency,Night,Standby,Sandstorm,Medium,2023-05-19,2022-10-19,3,525.6447553205888,41.17205865938851
W-356,North Sea,BP,Routine,Day,Standby,Sunny,Medium,2023-08-31,2022-08-14,2,646.980327044349,40.0355098731055
W-357,Qatar,ExxonMobil,Corrective,Night,Failure,Windy,Medium,2024-08-18,2022-08-14,10,495.1438266311036,26.776979658265574
W-358,Algeria,Shell,Corrective,Day,Active,Cloudy,High,2024-06-05,2023-05-16,4,441.00631967264775,33.95245904782051
W-359,Abu Dhabi,Chevron,Routine,Day,Active,Sunny,Low,2023-12-05,2023-08-15,2,768.9079578174022,34.134030956887436
W-360,Algeria,Chevron,Routine,Day,Failure,Rainy,Medium,2023-11-06,2022-12-10,2,271.3586211609376,31.2423357085107
W-361,Qatar,Chevron,Routine,Day,Standby,Sandstorm,High,2023-06-20,2022-06-21,3,815.9096927996184,27.948134727757303
W-362,Qatar,ExxonMobil,Corrective,Day,Failure,Rainy,High,2023-11-07,2022-08-16,3,507.1999050627807,31.131979172008602
W-363,Qatar,BP,Emergency,Night,Failure,Rainy,Critical,2024-05-23,2023-12-01,3,654.8516156353421,30.233257193425217
W-364,Algeria,ExxonMobil,Corrective,Night,Standby,Sunny,High,2024-02-16,2023-03-24,0,355.92641848612095,28.06765767888438
W-365,Qatar,Chevron,Emergency,Night,Failure,Rainy,Low,2023-06-24,2023-02-28,0,412.9298842340827,39.14532660082887
W-366,Algeria,Shell,Corrective,Day,Failure,Windy,Medium,2023-05-01,2022-06-23,4,370.40519087362395,36.41473285371204
W-367,Qatar,TotalEnergies,Corrective,Day,Failure,Rainy,High,2023-06-09,2023-04-30,2,487.87625851890505,32.679386692940234
W-368,North Sea,BP,Routine,Night,Standby,Sandstorm,Low,2023-04-12,2023-03-19,4,536.9271368130512,24.647157440848492
W-369,Qatar,BP,Emergency,Day,Active,Sandstorm,High,2023-02-27,2022-09-30,2,628.0162395923147,33.5046194533259
W-370,Algeria,ExxonMobil,Corrective,Day,Active,Cloudy,High,2023-09-09,2022-08-06,1,294.62532819574767,37.60527812290278
W-371,Texas,BP,Corrective,Night,Standby,Sandstorm,High,2023-03-09,2023-01-17,2,518.8260725290506,31.31978010615515
W-372,Qatar,Chevron,Routine,Day,Active,Rainy,High,2023-04-14,2023-03-16,2,607.389064153917,29.250171096934444
W-373,Texas,Chevron,Routine,Night,Failure,Sandstorm,High,2023-11-25,2023-11-02,4,629.8623165397196,34.38488991349662
W-374,North Sea,ExxonMobil,Emergency,Day,Active,Sunny,Low,2023-04-09,2023-03-26,2,447.13768620518863,36.67534414043225
W-375,Abu Dhabi,Chevron,Corrective,Night,Failure,Sandstorm,Medium,2023-02-08,2023-01-23,3,448.6308563164263,25.000345671139925
W-376,North Sea,Shell,Emergency,Day,Active,Windy,Medium,2023-07-10,2022-08-09,0,488.9570552197823,41.770045689432756
W-377,Qatar,ExxonMobil,Corrective,Day,Standby,Sunny,Medium,2023-05-13,2023-04-16,2,522.3263245292309,28.754364713815942
W-378,Texas,Shell,Emergency,Night,Active,Cloudy,Medium,2023-11-06,2023-07-06,1,656.3117373949894,32.886086396764405
W-379,Texas,TotalEnergies,Routine,Day,Active,Windy,Low,2023-03-03,2022-09-29,5,354.7885247051584,40.90635516101225
W-380,Algeria,Shell,Corrective,Day,Active,Rainy,Critical,2024-03-27,2023-11-11,4,405.6495531672141,35.62679527808946
W-381,Texas,TotalEnergies,Emergency,Night,Standby,Rainy,Critical,2024-06-27,2022-09-25,6,340.23064272254817,40.48045717079971
W-382,Algeria,TotalEnergies,Routine,Day,Active,Rainy,Low,2024-03-22,2022-12-06,3,551.3304902046013,42.768394802228464
W-383,Abu Dhabi,Shell,Routine,Night,Standby,Windy,Low,2023-11-16,2023-06-08,11,632.1641830713656,27.701619824211576
W-384,Qatar,ExxonMobil,Emergency,Day,Failure,Windy,High,2024-05-31,2023-06-19,1,329.4839894755665,39.51021952691432
W-385,Algeria,Chevron,Corrective,Day,Active,Windy,High,2024-02-21,2023-07-25,1,510.6443968275445,41.62743427092406
W-386,Abu Dhabi,Chevron,Corrective,Day,Standby,Sunny,High,2023-01-07,2022-08-07,2,623.4803887973795,33.12097226086608
W-387,Texas,TotalEnergies,Routine,Day,Standby,Sunny,Medium,2023-08-25,2023-06-21,4,594.1456163543638,33.51892986724888
W-388,Texas,TotalEnergies,Corrective,Night,Active,Rainy,High,2024-05-25,2023-04-16,2,592.7304629438188,25.434780922726432
W-389,Abu Dhabi,ExxonMobil,Corrective,Day,Failure,Sandstorm,Critical,2023-07-27,2023-03-10,2,357.21494925281024,38.90539725874867
W-390,Texas,BP,Corrective,Night,Standby,Rainy,Medium,2023-01-22,2022-10-30,2,592.3321293101761,22.3256584232428
W-391,Abu Dhabi,Shell,Routine,Day,Active,Cloudy,High,2024-03-23,2023-08-19,3,477.68893787779865,39.84403907031684
W-392,Algeria,TotalEnergies,Emergency,Day,Failure,Sunny,Medium,2024-04-26,2022-08-10,1,628.4194177465137,27.9116529931715
W-393,Algeria,Chevron,Corrective,Day,Standby,Windy,Critical,2023-04-07,2022-12-29,0,553.8999866281679,41.95344350797721
W-394,Abu Dhabi,ExxonMobil,Routine,Day,Standby,Sunny,High,2023-11-19,2022-07-28,1,402.1399084028383,36.98136717512171
W-395,Algeria,Shell,Routine,Night,Failure,Windy,Critical,2023-04-26,2022-06-17,3,533.4574346665407,40.044838488078454
W-396,Algeria,ExxonMobil,Emergency,Night,Failure,Cloudy,Critical,2024-03-07,2023-01-29,7,598.2219272542895,30.936115145847396
W-397,Algeria,Shell,Corrective,Night,Active,Cloudy,Critical,2023-06-12,2023-04-19,4,439.2363117106199,28.332732024036268
W-398,North Sea,Shell,Corrective,Night,Active,Sunny,High,2023-07-09,2022-09-13,6,515.4562390545136,26.181889180883545
W-399,Qatar,TotalEnergies,Emergency,Day,Standby,Windy,Low,2024-05-21,2023-07-09,5,339.6068507661222,40.45601506112937
W-400,Texas,ExxonMobil,Emergency,Night,Failure,Cloudy,High,2023-10-13,2022-09-13,2,565.8838321556815,38.3147003453194
W-401,North Sea,ExxonMobil,Routine,Night,Failure,Rainy,Critical,2024-02-06,2023-08-09,3,493.24835436487405,38.49206523037135
W-402,Algeria,Chevron,Routine,Day,Failure,Rainy,High,2023-08-30,2023-03-31,5,609.6903671155435,36.4572118553942
W-403,Abu Dhabi,Chevron,Emergency,Day,Standby,Windy,Critical,2023-06-28,2023-05-22,5,562.5040167052855,37.719357912941966
W-404,Algeria,TotalEnergies,Corrective,Day,Failure,Sunny,Low,2024-01-11,2022-09-30,3,451.1392167274141,33.54167475716602
W-405,Qatar,TotalEnergies,Routine,Day,Failure,Cloudy,Medium,2023-04-03,2023-02-03,4,398.4357333979352,36.85150316922214
W-406,Algeria,BP,Routine,Night,Standby,Sunny,Low,2023-08-12,2023-08-01,3,370.83197992091795,30.715815302401047
W-407,Abu Dhabi,Chevron,Corrective,Night,Active,Rainy,Low,2023-05-06,2023-02-02,0,439.10936006614924,33.28633450563656
W-408,Qatar,Shell,Routine,Day,Active,Cloudy,Medium,2024-02-22,2023-03-24,7,606.451604334291,50.0
W-409,Algeria,ExxonMobil,Corrective,Day,Standby,Sunny,High,2024-07-20,2023-12-06,2,289.2479175555224,35.19460673466317
W-410,Qatar,TotalEnergies,Corrective,Day,Failure,Sandstorm,Medium,2024-08-20,2022-06-10,5,375.71302668332834,25.141895685719184
W-411,Texas,ExxonMobil,Corrective,Night,Standby,Windy,High,2023-09-28,2023-08-12,1,603.0799311988449,32.95704997198025
W-412,Texas,ExxonMobil,Emergency,Night,Active,Windy,High,2023-06-01,2023-03-16,1,659.47427237017,29.712388095532653
