datetime,jour_ouvrable,conditions_meteo,temperature,humidite,vitesse_vent,vacances,saison,nb_locations
2011-03-02 14:00:00,1,(1) temps clair,21.32,23,19.9995,non,printemps,96
2011-03-02 15:00:00,1,(1) temps clair,22.14,19,27.9993,non,printemps,110
2011-03-02 16:00:00,1,(1) temps clair,22.14,19,22.0028,non,printemps,139
2011-03-02 17:00:00,1,(1) temps clair,20.5,23,19.0012,non,printemps,268
2011-03-02 18:00:00,1,(1) temps clair,18.86,23,32.9975,non,printemps,201
2011-03-02 19:00:00,1,(1) temps clair,16.4,28,35.0008,non,printemps,150
2011-03-02 20:00:00,1,(1) temps clair,14.76,29,27.9993,non,printemps,95
2011-03-02 21:00:00,1,(1) temps clair,13.94,29,31.0009,non,printemps,71
2011-03-02 22:00:00,1,(1) temps clair,12.3,26,36.9974,non,printemps,48
2011-03-02 23:00:00,1,(1) temps clair,10.66,30,35.0008,non,printemps,22
2011-03-03 00:00:00,1,(1) temps clair,9.84,30,31.0009,non,printemps,13
2011-03-03 01:00:00,1,(1) temps clair,9.84,30,31.0009,non,printemps,1
2011-03-03 02:00:00,1,(1) temps clair,8.2,27,31.0009,non,printemps,3
2011-03-03 03:00:00,1,(1) temps clair,8.2,27,31.0009,non,printemps,1
2011-03-03 04:00:00,1,(1) temps clair,6.56,31,32.9975,non,printemps,1
2011-03-03 05:00:00,1,(1) temps clair,5.74,33,19.9995,non,printemps,8
2011-03-03 06:00:00,1,(1) temps clair,5.74,33,19.9995,non,printemps,35
2011-03-03 07:00:00,1,(1) temps clair,4.92,42,27.9993,non,printemps,111
2011-03-03 08:00:00,1,(1) temps clair,5.74,39,19.9995,non,printemps,220
2011-03-03 09:00:00,1,(1) temps clair,6.56,37,19.0012,non,printemps,145
2011-03-03 10:00:00,1,(1) temps clair,7.38,29,12.998,non,printemps,56
2011-03-03 11:00:00,1,(1) temps clair,8.2,29,6.0032,non,printemps,50
2011-03-03 12:00:00,1,(1) temps clair,9.02,25,8.9981,non,printemps,72
2011-03-03 13:00:00,1,(1) temps clair,9.02,25,6.0032,non,printemps,80
2011-03-03 14:00:00,1,(1) temps clair,9.84,21,7.0015,non,printemps,78
2011-03-03 15:00:00,1,(1) temps clair,9.84,23,0.0,non,printemps,68
2011-03-03 16:00:00,1,(1) temps clair,10.66,23,0.0,non,printemps,71
2011-03-03 17:00:00,1,(1) temps clair,10.66,22,0.0,non,printemps,202
2011-03-03 18:00:00,1,(1) temps clair,9.84,35,22.0028,non,printemps,167
2011-03-03 19:00:00,1,(1) temps clair,8.2,40,16.9979,non,printemps,106
2011-03-03 20:00:00,1,(1) temps clair,8.2,40,6.0032,non,printemps,70
2011-03-03 21:00:00,1,(1) temps clair,7.38,40,7.0015,non,printemps,51
2011-03-03 22:00:00,1,(1) temps clair,8.2,40,0.0,non,printemps,53
2011-03-03 23:00:00,1,(2) nuageux,7.38,43,6.0032,non,printemps,23
2011-03-04 00:00:00,1,(2) nuageux,8.2,55,12.998,non,printemps,12
2011-03-04 01:00:00,1,(2) nuageux,7.38,64,12.998,non,printemps,4
2011-03-04 02:00:00,1,(2) nuageux,7.38,64,12.998,non,printemps,2
2011-03-04 03:00:00,1,(2) nuageux,7.38,74,16.9979,non,printemps,1
2011-03-04 04:00:00,1,(2) nuageux,7.38,74,12.998,non,printemps,1
2011-03-04 05:00:00,1,(2) nuageux,6.56,74,8.9981,non,printemps,7
2011-03-04 06:00:00,1,(2) nuageux,6.56,74,6.0032,non,printemps,29
2011-03-04 07:00:00,1,(1) temps clair,6.56,80,8.9981,non,printemps,83
2011-03-04 08:00:00,1,(1) temps clair,7.38,74,8.9981,non,printemps,228
2011-03-04 09:00:00,1,(1) temps clair,9.02,60,8.9981,non,printemps,150
2011-03-04 10:00:00,1,(1) temps clair,9.84,60,16.9979,non,printemps,66
2011-03-04 11:00:00,1,(1) temps clair,11.48,52,15.0013,non,printemps,89
2011-03-04 12:00:00,1,(1) temps clair,13.12,43,11.0014,non,printemps,97
2011-03-04 13:00:00,1,(1) temps clair,13.94,42,15.0013,non,printemps,87
2011-03-04 14:00:00,1,(1) temps clair,14.76,40,19.0012,non,printemps,95
2011-03-04 15:00:00,1,(1) temps clair,14.76,40,19.9995,non,printemps,106
2011-03-04 16:00:00,1,(1) temps clair,14.76,46,12.998,non,printemps,118
2011-03-04 17:00:00,1,(2) nuageux,14.76,50,16.9979,non,printemps,228
2011-03-04 18:00:00,1,(2) nuageux,13.94,53,19.9995,non,printemps,187
2011-03-04 19:00:00,1,(1) temps clair,13.12,61,16.9979,non,printemps,107
2011-03-04 20:00:00,1,(2) nuageux,12.3,70,12.998,non,printemps,87
2011-03-04 21:00:00,1,(2) nuageux,12.3,70,15.0013,non,printemps,70
2011-03-04 22:00:00,1,(1) temps clair,12.3,70,12.998,non,printemps,44
2011-03-04 23:00:00,1,(2) nuageux,12.3,75,11.0014,non,printemps,46
2011-03-05 00:00:00,0,(2) nuageux,11.48,81,7.0015,non,printemps,19
2011-03-05 01:00:00,0,(2) nuageux,12.3,81,7.0015,non,printemps,25
2011-03-05 02:00:00,0,(2) nuageux,12.3,87,12.998,non,printemps,20
2011-03-05 03:00:00,0,(2) nuageux,12.3,87,12.998,non,printemps,2
2011-03-05 04:00:00,0,(2) nuageux,12.3,93,11.0014,non,printemps,1
2011-03-05 05:00:00,0,(2) nuageux,12.3,100,8.9981,non,printemps,3
2011-03-05 06:00:00,0,(2) nuageux,12.3,100,15.0013,non,printemps,4
2011-03-05 07:00:00,0,(2) nuageux,12.3,100,19.9995,non,printemps,15
2011-03-05 08:00:00,0,(2) nuageux,12.3,100,19.9995,non,printemps,45
2011-03-05 09:00:00,0,(2) nuageux,13.12,93,15.0013,non,printemps,63
2011-03-05 10:00:00,0,(2) nuageux,13.94,93,12.998,non,printemps,103
2011-03-05 11:00:00,0,(2) nuageux,16.4,76,15.0013,non,printemps,159
2011-03-05 12:00:00,0,(2) nuageux,18.04,67,16.9979,non,printemps,167
2011-03-05 13:00:00,0,(2) nuageux,18.86,67,19.0012,non,printemps,190
2011-03-05 14:00:00,0,(2) nuageux,19.68,59,19.0012,non,printemps,198
2011-03-05 15:00:00,0,(2) nuageux,18.86,63,19.9995,non,printemps,205
2011-03-05 16:00:00,0,(2) nuageux,19.68,59,19.9995,non,printemps,204
2011-03-05 17:00:00,0,(2) nuageux,19.68,59,23.9994,non,printemps,164
2011-03-05 18:00:00,0,(2) nuageux,19.68,59,22.0028,non,printemps,152
2011-03-05 19:00:00,0,(2) nuageux,18.86,67,22.0028,non,printemps,89
2011-03-05 20:00:00,0,(2) nuageux,18.04,77,22.0028,non,printemps,70
2011-03-05 21:00:00,0,(2) nuageux,18.04,72,22.0028,non,printemps,72
2011-03-05 22:00:00,0,(2) nuageux,17.22,77,19.9995,non,printemps,63
2011-03-05 23:00:00,0,(2) nuageux,18.04,77,19.9995,non,printemps,44
2011-03-06 00:00:00,0,(2) nuageux,17.22,77,23.9994,non,printemps,52
2011-03-06 01:00:00,0,(2) nuageux,17.22,77,19.0012,non,printemps,39
2011-03-06 02:00:00,0,(2) nuageux,16.4,82,19.0012,non,printemps,32
2011-03-06 03:00:00,0,(2) nuageux,17.22,82,19.9995,non,printemps,11
2011-03-06 04:00:00,0,(2) nuageux,17.22,88,23.9994,non,printemps,3
2011-03-06 06:00:00,0,(2) nuageux,17.22,94,23.9994,non,printemps,2
2011-03-06 07:00:00,0,(3) pluie,17.22,100,30.0026,non,printemps,5
2011-03-06 08:00:00,0,(2) nuageux,16.4,100,19.9995,non,printemps,9
2011-03-06 09:00:00,0,(2) nuageux,17.22,100,19.0012,non,printemps,22
2011-03-06 10:00:00,0,(2) nuageux,17.22,100,19.9995,non,printemps,31
2011-03-06 11:00:00,0,(2) nuageux,17.22,100,15.0013,non,printemps,62
2011-03-06 12:00:00,0,(2) nuageux,18.86,94,22.0028,non,printemps,79
2011-03-06 13:00:00,0,(2) nuageux,18.86,94,23.9994,non,printemps,105
2011-03-06 14:00:00,0,(3) pluie,18.04,100,15.0013,non,printemps,39
2011-03-06 15:00:00,0,(3) pluie,18.04,100,15.0013,non,printemps,7
2011-03-06 16:00:00,0,(3) pluie,14.76,100,19.0012,non,printemps,11
2011-03-06 17:00:00,0,(3) pluie,13.94,100,19.9995,non,printemps,25
2011-03-06 18:00:00,0,(3) pluie,13.12,100,23.9994,non,printemps,23
2011-03-06 19:00:00,0,(3) pluie,12.3,100,32.9975,non,printemps,11
2011-03-06 20:00:00,0,(3) pluie,11.48,100,27.9993,non,printemps,11
2011-03-06 21:00:00,0,(3) pluie,9.84,93,40.9973,non,printemps,7
2011-03-06 22:00:00,0,(2) nuageux,9.02,100,26.0027,non,printemps,10
2011-03-06 23:00:00,0,(2) nuageux,9.02,100,27.9993,non,printemps,9
2011-03-07 00:00:00,1,(3) pluie,8.2,100,22.0028,non,printemps,4
2011-03-07 01:00:00,1,(3) pluie,8.2,100,22.0028,non,printemps,2
2011-03-07 03:00:00,1,(1) temps clair,8.2,80,39.0007,non,printemps,1
2011-03-07 04:00:00,1,(1) temps clair,8.2,80,35.0008,non,printemps,1
2011-03-07 05:00:00,1,(1) temps clair,8.2,75,23.9994,non,printemps,1
2011-03-07 06:00:00,1,(1) temps clair,8.2,75,26.0027,non,printemps,34
2011-03-07 07:00:00,1,(1) temps clair,8.2,75,27.9993,non,printemps,91
2011-03-07 08:00:00,1,(1) temps clair,8.2,75,26.0027,non,printemps,211
2011-03-07 09:00:00,1,(1) temps clair,9.02,64,31.0009,non,printemps,134
2011-03-07 10:00:00,1,(1) temps clair,9.84,60,19.9995,non,printemps,58
2011-03-07 11:00:00,1,(1) temps clair,10.66,48,30.0026,non,printemps,60
2011-03-07 12:00:00,1,(1) temps clair,12.3,42,27.9993,non,printemps,96
2011-03-07 13:00:00,1,(1) temps clair,13.12,36,26.0027,non,printemps,70
2011-03-07 14:00:00,1,(1) temps clair,13.12,36,27.9993,non,printemps,77
2011-03-07 15:00:00,1,(1) temps clair,13.94,31,26.0027,non,printemps,96
2011-03-07 16:00:00,1,(1) temps clair,13.94,31,23.9994,non,printemps,122
2011-03-07 17:00:00,1,(1) temps clair,13.94,29,23.9994,non,printemps,233
2011-03-07 18:00:00,1,(1) temps clair,13.12,31,15.0013,non,printemps,233
2011-03-07 19:00:00,1,(1) temps clair,12.3,33,15.0013,non,printemps,145
2011-03-07 20:00:00,1,(1) temps clair,12.3,33,11.0014,non,printemps,92
2011-03-07 21:00:00,1,(1) temps clair,11.48,38,15.0013,non,printemps,54
2011-03-07 22:00:00,1,(1) temps clair,10.66,48,11.0014,non,printemps,35
2011-03-07 23:00:00,1,(1) temps clair,11.48,48,0.0,non,printemps,22
2011-03-08 00:00:00,1,(1) temps clair,10.66,48,6.0032,non,printemps,10
2011-03-08 01:00:00,1,(1) temps clair,9.84,52,8.9981,non,printemps,4
2011-03-08 02:00:00,1,(1) temps clair,9.84,52,8.9981,non,printemps,1
2011-03-08 03:00:00,1,(1) temps clair,9.84,52,6.0032,non,printemps,7
2011-03-08 04:00:00,1,(1) temps clair,9.02,64,0.0,non,printemps,2
2011-03-08 05:00:00,1,(1) temps clair,8.2,69,7.0015,non,printemps,10
2011-03-08 06:00:00,1,(1) temps clair,8.2,59,0.0,non,printemps,45
2011-03-08 07:00:00,1,(1) temps clair,7.38,64,8.9981,non,printemps,128
2011-03-08 08:00:00,1,(1) temps clair,9.02,55,12.998,non,printemps,257
2011-03-08 09:00:00,1,(1) temps clair,10.66,41,11.0014,non,printemps,151
2011-03-08 10:00:00,1,(2) nuageux,12.3,33,12.998,non,printemps,71
2011-03-08 11:00:00,1,(2) nuageux,14.76,25,11.0014,non,printemps,78
2011-03-08 12:00:00,1,(2) nuageux,14.76,23,0.0,non,printemps,99
2011-03-08 13:00:00,1,(2) nuageux,15.58,25,7.0015,non,printemps,98
2011-03-08 14:00:00,1,(2) nuageux,15.58,20,0.0,non,printemps,72
2011-03-08 15:00:00,1,(2) nuageux,14.76,18,0.0,non,printemps,112
2011-03-08 16:00:00,1,(1) temps clair,15.58,27,11.0014,non,printemps,108
2011-03-08 17:00:00,1,(1) temps clair,14.76,27,15.0013,non,printemps,248
2011-03-08 18:00:00,1,(1) temps clair,13.94,27,12.998,non,printemps,235
2011-03-08 19:00:00,1,(1) temps clair,13.94,31,7.0015,non,printemps,150
2011-03-08 20:00:00,1,(1) temps clair,13.12,39,6.0032,non,printemps,76
2011-03-08 21:00:00,1,(1) temps clair,12.3,49,12.998,non,printemps,75
2011-03-08 22:00:00,1,(1) temps clair,12.3,49,15.0013,non,printemps,55
2011-03-08 23:00:00,1,(1) temps clair,11.48,61,12.998,non,printemps,41
2011-03-09 00:00:00,1,(1) temps clair,10.66,65,6.0032,non,printemps,9
2011-03-09 01:00:00,1,(1) temps clair,10.66,52,8.9981,non,printemps,4
2011-03-09 02:00:00,1,(1) temps clair,10.66,52,8.9981,non,printemps,2
2011-03-09 03:00:00,1,(1) temps clair,9.84,70,6.0032,non,printemps,3
2011-03-09 04:00:00,1,(1) temps clair,9.84,75,7.0015,non,printemps,2
2011-03-09 05:00:00,1,(2) nuageux,9.84,81,8.9981,non,printemps,8
2011-03-09 06:00:00,1,(2) nuageux,9.84,85,7.0015,non,printemps,49
2011-03-09 07:00:00,1,(2) nuageux,9.84,87,11.0014,non,printemps,141
2011-03-09 08:00:00,1,(2) nuageux,9.84,87,8.9981,non,printemps,249
2011-03-09 09:00:00,1,(2) nuageux,10.66,87,16.9979,non,printemps,141
2011-03-09 10:00:00,1,(2) nuageux,12.3,75,16.9979,non,printemps,57
2011-03-09 11:00:00,1,(2) nuageux,13.12,76,26.0027,non,printemps,59
2011-03-09 12:00:00,1,(2) nuageux,13.12,76,16.9979,non,printemps,98
2011-03-09 13:00:00,1,(2) nuageux,13.12,76,23.9994,non,printemps,99
2011-03-09 14:00:00,1,(2) nuageux,13.94,76,19.9995,non,printemps,71
2011-03-09 15:00:00,1,(2) nuageux,14.76,71,19.9995,non,printemps,79
2011-03-09 16:00:00,1,(2) nuageux,13.94,76,22.0028,non,printemps,112
2011-03-09 17:00:00,1,(2) nuageux,13.94,76,19.9995,non,printemps,194
2011-03-09 18:00:00,1,(2) nuageux,13.94,76,16.9979,non,printemps,188
2011-03-09 19:00:00,1,(2) nuageux,13.94,76,22.0028,non,printemps,134
2011-03-09 20:00:00,1,(2) nuageux,13.12,87,12.998,non,printemps,91
2011-03-09 21:00:00,1,(2) nuageux,13.12,93,22.0028,non,printemps,62
2011-03-09 22:00:00,1,(3) pluie,13.12,93,11.0014,non,printemps,21
2011-03-09 23:00:00,1,(3) pluie,13.94,93,12.998,non,printemps,18
2011-03-10 00:00:00,1,(3) pluie,13.94,0,16.9979,non,printemps,3
2011-03-10 01:00:00,1,(3) pluie,13.94,0,16.9979,non,printemps,2
2011-03-10 02:00:00,1,(3) pluie,13.94,0,16.9979,non,printemps,1
2011-03-10 05:00:00,1,(3) pluie,14.76,0,12.998,non,printemps,3
2011-03-10 06:00:00,1,(3) pluie,14.76,0,22.0028,non,printemps,12
2011-03-10 07:00:00,1,(3) pluie,15.58,0,15.0013,non,printemps,37
2011-03-10 08:00:00,1,(3) pluie,15.58,0,19.0012,non,printemps,44
2011-03-10 09:00:00,1,(3) pluie,16.4,0,15.0013,non,printemps,24
2011-03-10 10:00:00,1,(3) pluie,16.4,0,11.0014,non,printemps,17
2011-03-10 11:00:00,1,(3) pluie,16.4,0,16.9979,non,printemps,11
2011-03-10 12:00:00,1,(3) pluie,17.22,0,15.0013,non,printemps,34
2011-03-10 13:00:00,1,(3) pluie,17.22,0,15.0013,non,printemps,12
2011-03-10 14:00:00,1,(3) pluie,18.04,0,19.9995,non,printemps,12
2011-03-10 15:00:00,1,(3) pluie,18.04,0,15.0013,non,printemps,14
2011-03-10 16:00:00,1,(3) pluie,17.22,0,16.9979,non,printemps,21
2011-03-10 17:00:00,1,(2) nuageux,18.04,0,26.0027,non,printemps,111
2011-03-10 18:00:00,1,(3) pluie,18.04,0,23.9994,non,printemps,82
2011-03-10 19:00:00,1,(3) pluie,18.04,0,39.0007,non,printemps,56
2011-03-10 20:00:00,1,(3) pluie,14.76,0,22.0028,non,printemps,38
2011-03-10 21:00:00,1,(3) pluie,14.76,0,15.0013,non,printemps,28
2011-03-10 22:00:00,1,(2) nuageux,13.94,0,8.9981,non,printemps,34
2011-03-10 23:00:00,1,(3) pluie,13.94,0,6.0032,non,printemps,27
2011-03-11 00:00:00,1,(2) nuageux,13.94,100,6.0032,non,printemps,6
2011-03-11 01:00:00,1,(3) pluie,13.94,100,7.0015,non,printemps,8
2011-03-11 02:00:00,1,(3) pluie,13.94,100,7.0015,non,printemps,5
2011-03-11 03:00:00,1,(2) nuageux,13.12,93,6.0032,non,printemps,2
2011-03-11 05:00:00,1,(1) temps clair,12.3,81,15.0013,non,printemps,7
2011-03-11 06:00:00,1,(1) temps clair,10.66,81,19.0012,non,printemps,32
2011-03-11 07:00:00,1,(1) temps clair,10.66,70,12.998,non,printemps,114
2011-03-11 08:00:00,1,(1) temps clair,11.48,70,16.9979,non,printemps,259
2011-03-11 09:00:00,1,(2) nuageux,12.3,61,19.0012,non,printemps,156
2011-03-11 10:00:00,1,(2) nuageux,13.12,57,19.9995,non,printemps,78
2011-03-11 11:00:00,1,(2) nuageux,13.12,57,19.9995,non,printemps,81
2011-03-11 12:00:00,1,(2) nuageux,13.94,53,16.9979,non,printemps,111
2011-03-11 13:00:00,1,(1) temps clair,14.76,53,16.9979,non,printemps,107
2011-03-11 14:00:00,1,(2) nuageux,14.76,50,23.9994,non,printemps,89
2011-03-11 15:00:00,1,(2) nuageux,13.94,53,16.9979,non,printemps,85
2011-03-11 16:00:00,1,(2) nuageux,13.94,49,19.9995,non,printemps,113
2011-03-11 17:00:00,1,(1) temps clair,13.94,49,15.0013,non,printemps,223
2011-03-11 18:00:00,1,(1) temps clair,13.12,49,22.0028,non,printemps,153
2011-03-11 19:00:00,1,(1) temps clair,12.3,56,22.0028,non,printemps,118
2011-03-11 20:00:00,1,(1) temps clair,12.3,56,11.0014,non,printemps,76
2011-03-11 21:00:00,1,(2) nuageux,12.3,52,16.9979,non,printemps,53
2011-03-11 22:00:00,1,(1) temps clair,12.3,52,11.0014,non,printemps,64
2011-03-11 23:00:00,1,(1) temps clair,12.3,52,16.9979,non,printemps,37
2011-03-12 00:00:00,0,(1) temps clair,10.66,60,8.9981,non,printemps,34
2011-03-12 01:00:00,0,(1) temps clair,9.84,65,12.998,non,printemps,18
2011-03-12 02:00:00,0,(1) temps clair,9.84,65,12.998,non,printemps,14
2011-03-12 03:00:00,0,(1) temps clair,9.84,65,16.9979,non,printemps,7
2011-03-12 04:00:00,0,(1) temps clair,9.84,65,16.9979,non,printemps,1
2011-03-12 05:00:00,0,(1) temps clair,9.02,69,12.998,non,printemps,2
2011-03-12 06:00:00,0,(1) temps clair,9.02,75,16.9979,non,printemps,4
2011-03-12 07:00:00,0,(1) temps clair,9.84,70,12.998,non,printemps,23
2011-03-12 08:00:00,0,(1) temps clair,10.66,65,11.0014,non,printemps,53
2011-03-12 09:00:00,0,(1) temps clair,11.48,65,7.0015,non,printemps,101
2011-03-12 10:00:00,0,(1) temps clair,13.12,66,15.0013,non,printemps,99
2011-03-12 11:00:00,0,(1) temps clair,13.94,49,22.0028,non,printemps,119
2011-03-12 12:00:00,0,(1) temps clair,13.94,53,19.0012,non,printemps,158
2011-03-12 13:00:00,0,(1) temps clair,14.76,51,23.9994,non,printemps,157
2011-03-12 14:00:00,0,(1) temps clair,16.4,50,30.0026,non,printemps,166
2011-03-12 15:00:00,0,(1) temps clair,17.22,44,32.9975,non,printemps,182
2011-03-12 16:00:00,0,(1) temps clair,18.86,41,30.0026,non,printemps,244
2011-03-12 17:00:00,0,(1) temps clair,18.86,44,22.0028,non,printemps,213
2011-03-12 18:00:00,0,(1) temps clair,17.22,54,11.0014,non,printemps,145
2011-03-12 19:00:00,0,(1) temps clair,17.22,54,6.0032,non,printemps,112
2011-03-12 20:00:00,0,(1) temps clair,16.4,58,7.0015,non,printemps,86
2011-03-12 21:00:00,0,(1) temps clair,15.58,62,0.0,non,printemps,82
2011-03-12 22:00:00,0,(1) temps clair,14.76,71,0.0,non,printemps,63
2011-03-12 23:00:00,0,(1) temps clair,15.58,66,6.0032,non,printemps,49
2011-03-13 00:00:00,0,(1) temps clair,15.58,62,7.0015,non,printemps,38
2011-03-13 01:00:00,0,(1) temps clair,14.76,66,8.9981,non,printemps,33
2011-03-13 03:00:00,0,(1) temps clair,13.94,76,8.9981,non,printemps,23
2011-03-13 04:00:00,0,(1) temps clair,13.94,66,11.0014,non,printemps,13
2011-03-13 05:00:00,0,(1) temps clair,14.76,62,8.9981,non,printemps,3
2011-03-13 06:00:00,0,(1) temps clair,13.94,66,0.0,non,printemps,2
2011-03-13 07:00:00,0,(1) temps clair,14.76,62,12.998,non,printemps,10
2011-03-13 08:00:00,0,(1) temps clair,16.4,50,19.9995,non,printemps,34
2011-03-13 09:00:00,0,(1) temps clair,16.4,50,27.9993,non,printemps,44
2011-03-13 10:00:00,0,(1) temps clair,17.22,47,16.9979,non,printemps,122
2011-03-13 11:00:00,0,(1) temps clair,18.04,41,27.9993,non,printemps,181
2011-03-13 12:00:00,0,(1) temps clair,18.86,38,26.0027,non,printemps,194
2011-03-13 13:00:00,0,(1) temps clair,18.86,38,26.0027,non,printemps,221
2011-03-13 14:00:00,0,(1) temps clair,18.86,41,19.9995,non,printemps,250
2011-03-13 15:00:00,0,(1) temps clair,19.68,39,22.0028,non,printemps,304
2011-03-13 16:00:00,0,(1) temps clair,18.86,41,26.0027,non,printemps,256
2011-03-13 17:00:00,0,(1) temps clair,18.04,41,23.9994,non,printemps,241
2011-03-13 18:00:00,0,(1) temps clair,16.4,43,23.9994,non,printemps,147
2011-03-13 19:00:00,0,(1) temps clair,14.76,50,23.9994,non,printemps,101
2011-03-13 20:00:00,0,(1) temps clair,13.12,57,19.9995,non,printemps,77
2011-03-13 21:00:00,0,(1) temps clair,12.3,56,16.9979,non,printemps,58
2011-03-13 22:00:00,0,(1) temps clair,12.3,56,22.0028,non,printemps,37
2011-03-13 23:00:00,0,(1) temps clair,10.66,65,15.0013,non,printemps,28
2011-03-14 00:00:00,1,(1) temps clair,10.66,65,7.0015,non,printemps,11
2011-03-14 01:00:00,1,(1) temps clair,10.66,65,6.0032,non,printemps,1
2011-03-14 02:00:00,1,(1) temps clair,10.66,65,6.0032,non,printemps,1
2011-03-14 03:00:00,1,(1) temps clair,10.66,65,8.9981,non,printemps,3
2011-03-14 05:00:00,1,(1) temps clair,9.84,70,8.9981,non,printemps,8
2011-03-14 06:00:00,1,(1) temps clair,10.66,65,8.9981,non,printemps,28
2011-03-14 07:00:00,1,(2) nuageux,11.48,61,0.0,non,printemps,88
2011-03-14 08:00:00,1,(2) nuageux,12.3,56,8.9981,non,printemps,241
2011-03-14 09:00:00,1,(1) temps clair,13.12,53,22.0028,non,printemps,140
2011-03-14 10:00:00,1,(1) temps clair,13.94,42,16.9979,non,printemps,84
2011-03-14 11:00:00,1,(1) temps clair,14.76,40,16.9979,non,printemps,71
2011-03-14 12:00:00,1,(1) temps clair,15.58,37,0.0,non,printemps,94
2011-03-14 13:00:00,1,(1) temps clair,15.58,36,22.0028,non,printemps,75
2011-03-14 14:00:00,1,(2) nuageux,15.58,34,0.0,non,printemps,79
2011-03-14 15:00:00,1,(1) temps clair,15.58,37,11.0014,non,printemps,101
2011-03-14 16:00:00,1,(1) temps clair,16.4,35,7.0015,non,printemps,107
2011-03-14 17:00:00,1,(1) temps clair,15.58,40,12.998,non,printemps,271
2011-03-14 18:00:00,1,(1) temps clair,14.76,40,7.0015,non,printemps,235
2011-03-14 19:00:00,1,(1) temps clair,14.76,43,8.9981,non,printemps,150
2011-03-14 20:00:00,1,(1) temps clair,13.94,46,15.0013,non,printemps,129
2011-03-14 21:00:00,1,(1) temps clair,13.94,46,8.9981,non,printemps,63
2011-03-14 22:00:00,1,(1) temps clair,13.12,49,7.0015,non,printemps,47
2011-03-14 23:00:00,1,(1) temps clair,13.12,53,0.0,non,printemps,19
2011-03-15 00:00:00,1,(1) temps clair,13.12,53,0.0,non,printemps,14
2011-03-15 01:00:00,1,(1) temps clair,12.3,62,6.0032,non,printemps,10
2011-03-15 02:00:00,1,(1) temps clair,12.3,62,6.0032,non,printemps,3
2011-03-15 04:00:00,1,(1) temps clair,9.84,75,6.0032,non,printemps,2
2011-03-15 05:00:00,1,(1) temps clair,9.84,75,12.998,non,printemps,11
2011-03-15 06:00:00,1,(1) temps clair,9.02,80,12.998,non,printemps,35
2011-03-15 07:00:00,1,(1) temps clair,9.84,75,11.0014,non,printemps,119
2011-03-15 08:00:00,1,(1) temps clair,10.66,70,6.0032,non,printemps,282
2011-03-15 09:00:00,1,(2) nuageux,12.3,70,0.0,non,printemps,157
2011-03-15 10:00:00,1,(2) nuageux,13.12,66,12.998,non,printemps,78
2011-03-15 11:00:00,1,(2) nuageux,13.94,57,15.0013,non,printemps,78
2011-03-15 12:00:00,1,(2) nuageux,14.76,50,15.0013,non,printemps,102
2011-03-15 13:00:00,1,(2) nuageux,14.76,57,19.0012,non,printemps,97
2011-03-15 14:00:00,1,(2) nuageux,15.58,46,19.9995,non,printemps,88
2011-03-15 15:00:00,1,(2) nuageux,15.58,43,19.0012,non,printemps,90
2011-03-15 16:00:00,1,(2) nuageux,15.58,46,22.0028,non,printemps,114
2011-03-15 17:00:00,1,(2) nuageux,14.76,62,12.998,non,printemps,217
2011-03-15 18:00:00,1,(2) nuageux,14.76,62,19.9995,non,printemps,225
2011-03-15 19:00:00,1,(2) nuageux,13.94,71,19.0012,non,printemps,152
2011-03-15 20:00:00,1,(2) nuageux,13.94,71,19.0012,non,printemps,88
2011-03-15 21:00:00,1,(3) pluie,13.12,81,7.0015,non,printemps,55
2011-03-15 22:00:00,1,(2) nuageux,13.12,87,11.0014,non,printemps,21
2011-03-15 23:00:00,1,(2) nuageux,13.12,87,11.0014,non,printemps,18
2011-03-16 00:00:00,1,(3) pluie,12.3,93,16.9979,non,printemps,8
2011-03-16 01:00:00,1,(3) pluie,12.3,100,19.9995,non,printemps,3
2011-03-16 03:00:00,1,(2) nuageux,11.48,100,15.0013,non,printemps,3
2011-03-16 04:00:00,1,(2) nuageux,12.3,93,11.0014,non,printemps,1
2011-03-16 05:00:00,1,(2) nuageux,12.3,93,7.0015,non,printemps,3
2011-03-16 06:00:00,1,(2) nuageux,12.3,93,7.0015,non,printemps,31
2011-03-16 07:00:00,1,(2) nuageux,12.3,93,12.998,non,printemps,111
2011-03-16 08:00:00,1,(2) nuageux,13.12,93,0.0,non,printemps,253
2011-03-16 09:00:00,1,(2) nuageux,13.12,93,8.9981,non,printemps,154
2011-03-16 10:00:00,1,(2) nuageux,14.76,81,11.0014,non,printemps,68
2011-03-16 11:00:00,1,(2) nuageux,14.76,81,8.9981,non,printemps,75
2011-03-16 12:00:00,1,(2) nuageux,16.4,71,7.0015,non,printemps,88
2011-03-16 13:00:00,1,(2) nuageux,16.4,76,8.9981,non,printemps,99
2011-03-16 14:00:00,1,(2) nuageux,16.4,76,15.0013,non,printemps,100
2011-03-16 15:00:00,1,(2) nuageux,16.4,76,16.9979,non,printemps,101
2011-03-16 16:00:00,1,(2) nuageux,16.4,76,11.0014,non,printemps,151
2011-03-16 17:00:00,1,(2) nuageux,18.04,54,19.9995,non,printemps,253
2011-03-16 18:00:00,1,(2) nuageux,18.04,54,15.0013,non,printemps,237
2011-03-16 19:00:00,1,(2) nuageux,18.04,51,22.0028,non,printemps,168
2011-03-16 20:00:00,1,(2) nuageux,17.22,54,19.9995,non,printemps,121
