student_id,study_hours_per_week,exercise_hours_per_week,sleep_hours_per_night,screen_hours_per_day,enjoys_group_work,lunch_at_school,favorite_subject_Arts,favorite_subject_Language,favorite_subject_Math,favorite_subject_Other,favorite_subject_Science,lifestyle_profile
S0371,14,3,6.9,3.6,1,1,0,0,1,0,0,Balanced
S0372,18,4,7.3,4.9,0,0,0,0,0,0,1,Balanced
S0373,14,3,6.9,7.1,0,1,1,0,0,0,0,Balanced
S0374,19,6,7.8,3.1,1,1,0,0,0,0,1,Sport_Focused
S0375,23,4,7.1,6.0,0,0,1,0,0,0,0,Balanced
S0376,18,3,8.0,4.4,0,0,0,0,0,0,1,Balanced
S0377,13,3,8.0,7.7,1,1,1,0,0,0,0,Screen_Heavy
S0378,20,4,8.5,5.5,1,1,1,0,0,0,0,Balanced
S0379,12,1,5.1,9.9,1,0,0,0,0,1,0,Screen_Heavy
S0380,13,3,7.1,4.4,1,1,0,1,0,0,0,Balanced
S0381,22,6,8.1,5.8,1,1,0,0,0,0,1,Balanced
S0382,12,8,7.5,2.8,1,1,0,0,1,0,0,Sport_Focused
S0383,20,7,8.9,3.7,0,1,0,0,0,1,0,Sport_Focused
S0384,18,1,6.5,12.2,1,1,1,0,0,0,0,Screen_Heavy
S0385,12,7,7.6,2.2,1,1,0,0,1,0,0,Sport_Focused
S0386,4,2,7.4,9.3,0,1,0,0,0,1,0,Screen_Heavy
S0387,17,4,7.9,4.9,0,0,0,0,1,0,0,Balanced
S0388,19,3,7.0,6.9,1,1,0,0,0,0,1,Balanced
S0389,20,9,7.5,5.3,1,0,0,0,0,1,0,Sport_Focused
S0390,19,2,6.2,10.5,0,1,0,0,0,1,0,Screen_Heavy
S0391,10,2,7.5,8.3,0,0,0,1,0,0,0,Screen_Heavy
S0392,26,3,5.9,5.7,0,1,0,1,0,0,0,Academic_Focused
S0393,28,1,6.4,3.2,1,1,0,0,1,0,0,Academic_Focused
S0394,15,2,7.9,3.0,1,1,0,0,1,0,0,Sport_Focused
S0395,20,1,8.3,5.3,0,1,0,0,0,0,1,Balanced
S0396,9,2,6.0,7.4,0,1,0,1,0,0,0,Screen_Heavy
S0397,14,2,6.1,10.0,1,1,0,1,0,0,0,Screen_Heavy
S0398,20,5,7.2,2.1,0,1,0,0,1,0,0,Academic_Focused
S0399,19,10,7.5,5.1,1,1,0,0,0,1,0,Sport_Focused
S0400,23,6,7.3,4.1,0,1,0,0,0,0,1,Sport_Focused
S0401,28,4,7.0,5.1,0,0,0,1,0,0,0,Balanced
S0402,7,2,6.4,7.7,0,1,0,0,0,1,0,Screen_Heavy
S0403,31,0,6.3,4.9,0,1,0,1,0,0,0,Academic_Focused
S0404,14,3,6.9,7.7,0,0,1,0,0,0,0,Screen_Heavy
S0405,21,5,6.8,6.6,0,1,1,0,0,0,0,Balanced
S0406,11,1,6.4,8.7,1,1,0,1,0,0,0,Screen_Heavy
S0407,27,1,6.2,1.0,0,1,0,0,1,0,0,Academic_Focused
S0408,24,3,8.7,3.8,0,1,0,0,1,0,0,Balanced
S0409,20,1,5.1,11.0,1,1,0,1,0,0,0,Screen_Heavy
S0410,20,4,8.8,6.8,1,1,0,0,1,0,0,Balanced
S0411,15,3,8.7,5.5,1,1,0,0,1,0,0,Balanced
S0412,10,2,8.1,5.2,0,0,0,1,0,0,0,Screen_Heavy
S0413,15,2,6.5,6.3,0,0,1,0,0,0,0,Screen_Heavy
S0414,26,3,7.3,1.0,0,1,0,0,0,0,1,Academic_Focused
S0415,21,8,7.1,4.8,1,1,0,0,0,0,1,Sport_Focused
S0416,23,3,7.6,4.4,1,1,0,0,1,0,0,Academic_Focused
S0417,19,7,8.2,4.2,0,1,0,0,0,0,1,Balanced
S0418,20,8,7.8,4.9,1,1,1,0,0,0,0,Balanced
S0419,13,8,7.8,4.1,1,0,0,0,0,1,0,Sport_Focused
S0420,6,9,7.8,2.5,1,1,0,0,0,0,1,Sport_Focused
S0421,14,9,7.4,1.4,1,1,0,0,0,0,1,Sport_Focused
S0422,16,8,7.1,2.3,0,0,0,0,0,0,1,Sport_Focused
S0423,7,8,8.0,2.4,1,1,0,0,1,0,0,Balanced
S0424,18,3,7.2,4.3,1,1,0,0,1,0,0,Academic_Focused
S0425,23,8,7.3,1.1,1,1,1,0,0,0,0,Balanced
S0426,25,4,6.1,3.9,0,1,0,0,1,0,0,Academic_Focused
S0427,21,3,7.8,2.7,0,1,0,0,1,0,0,Academic_Focused
S0428,8,3,6.6,8.1,1,1,0,0,0,1,0,Screen_Heavy
S0429,28,6,6.6,5.7,1,1,0,0,0,0,1,Academic_Focused
S0430,16,9,8.1,7.3,0,1,1,0,0,0,0,Balanced
S0431,14,8,7.2,3.2,0,1,0,1,0,0,0,Balanced
S0432,14,9,7.9,1.7,1,1,0,0,0,0,1,Sport_Focused
S0433,14,5,7.5,3.3,0,1,0,0,0,0,1,Sport_Focused
S0434,18,2,7.4,3.4,1,1,1,0,0,0,0,Balanced
S0435,19,10,6.4,5.0,1,1,0,0,0,1,0,Balanced
S0436,16,6,7.0,5.6,1,1,0,0,0,0,1,Sport_Focused
S0437,18,1,7.6,3.5,0,0,0,0,0,0,1,Balanced
S0438,4,3,5.8,5.7,1,0,0,1,0,0,0,Screen_Heavy
S0439,11,4,8.5,6.0,0,1,0,0,0,0,1,Sport_Focused
S0440,22,6,7.9,7.5,1,1,1,0,0,0,0,Balanced
S0441,22,4,6.8,3.5,1,1,0,0,1,0,0,Balanced
S0442,10,3,8.0,9.5,0,0,1,0,0,0,0,Screen_Heavy
S0443,21,5,7.2,3.5,1,1,0,0,1,0,0,Academic_Focused
S0444,25,5,6.2,5.5,0,1,0,0,0,0,1,Academic_Focused
S0445,5,1,6.5,8.2,1,0,0,0,0,1,0,Screen_Heavy
S0446,13,4,6.4,8.8,0,0,0,1,0,0,0,Screen_Heavy
S0447,5,3,4.9,8.1,0,0,1,0,0,0,0,Screen_Heavy
S0448,13,5,7.0,2.5,0,1,0,0,0,1,0,Sport_Focused
S0449,27,4,6.8,4.7,1,1,0,1,0,0,0,Academic_Focused
S0450,18,4,7.3,4.3,1,1,1,0,0,0,0,Balanced
S0451,18,8,7.7,4.1,0,1,0,0,0,0,1,Sport_Focused
S0452,23,5,7.1,3.2,1,1,0,0,1,0,0,Academic_Focused
S0453,25,3,7.2,2.9,0,0,0,0,1,0,0,Academic_Focused
S0454,14,1,5.9,8.4,0,1,1,0,0,0,0,Screen_Heavy
S0455,21,4,7.8,6.5,1,0,0,0,1,0,0,Balanced
S0456,35,4,7.9,3.7,0,1,0,1,0,0,0,Academic_Focused
S0457,20,7,6.9,7.1,1,1,0,0,1,0,0,Balanced
S0458,19,5,6.6,3.6,0,1,0,0,1,0,0,Academic_Focused
S0459,22,8,7.5,5.5,1,0,1,0,0,0,0,Balanced
S0460,12,2,7.7,1.8,1,1,0,0,0,1,0,Balanced
S0461,15,5,7.1,1.4,0,1,0,0,0,1,0,Balanced
S0462,8,4,7.1,4.4,1,1,0,0,0,1,0,Sport_Focused
S0463,8,7,7.6,6.0,1,0,0,0,0,0,1,Sport_Focused
S0464,28,3,6.7,3.7,0,1,0,0,1,0,0,Academic_Focused
S0465,12,3,6.6,7.4,1,1,0,0,0,1,0,Screen_Heavy
S0466,16,3,8.0,1.1,1,1,0,0,0,0,1,Academic_Focused
S0467,18,4,7.2,6.6,0,0,0,0,0,1,0,Balanced
S0468,11,3,6.4,8.1,1,0,1,0,0,0,0,Screen_Heavy
S0469,21,1,8.0,3.9,0,0,1,0,0,0,0,Balanced
S0470,11,1,5.4,7.0,1,0,0,0,0,1,0,Screen_Heavy
S0471,15,3,6.4,5.7,1,1,0,1,0,0,0,Balanced
S0472,11,5,6.1,9.9,0,1,0,0,0,1,0,Screen_Heavy
S0473,22,6,7.6,5.7,1,1,0,1,0,0,0,Balanced
S0474,10,0,6.0,8.8,1,1,1,0,0,0,0,Screen_Heavy
S0475,24,3,7.1,9.0,0,0,0,1,0,0,0,Academic_Focused
S0476,19,0,5.8,9.2,0,1,1,0,0,0,0,Screen_Heavy
S0477,25,3,7.4,3.6,1,1,0,1,0,0,0,Balanced
S0478,23,3,6.7,1.6,1,0,0,1,0,0,0,Academic_Focused
S0479,15,1,7.5,5.0,1,0,0,1,0,0,0,Screen_Heavy
S0480,30,4,6.9,2.9,0,1,0,0,1,0,0,Academic_Focused
S0481,16,6,7.2,5.3,1,1,0,0,0,0,1,Sport_Focused
S0482,19,5,8.5,4.7,0,1,0,0,0,0,1,Sport_Focused
S0483,31,3,6.8,5.6,1,1,0,0,0,0,1,Academic_Focused
S0484,14,8,6.7,4.4,1,1,0,0,0,0,1,Sport_Focused
S0485,23,2,6.3,3.9,0,1,0,0,1,0,0,Academic_Focused
S0486,11,4,6.6,10.0,1,1,1,0,0,0,0,Screen_Heavy
S0487,17,6,8.3,4.0,0,0,1,0,0,0,0,Balanced
S0488,22,5,6.6,4.7,1,1,0,1,0,0,0,Balanced
S0489,6,3,7.4,8.8,0,1,0,1,0,0,0,Screen_Heavy
S0490,8,0,7.4,6.1,0,0,0,0,0,1,0,Screen_Heavy
S0491,27,6,7.4,1.0,0,1,0,0,1,0,0,Academic_Focused
S0492,20,4,8.9,2.5,1,1,0,0,1,0,0,Sport_Focused
S0493,19,3,7.2,5.0,1,0,1,0,0,0,0,Balanced
S0494,14,0,7.5,6.4,0,1,0,0,0,1,0,Balanced
S0495,26,7,6.6,3.8,1,1,0,0,1,0,0,Academic_Focused
S0496,21,2,7.5,4.9,0,0,0,1,0,0,0,Academic_Focused
S0497,24,5,7.3,3.6,0,1,0,0,0,0,1,Academic_Focused
S0498,12,7,7.6,3.0,1,0,0,1,0,0,0,Balanced
S0499,10,2,6.2,8.7,1,0,1,0,0,0,0,Screen_Heavy
S0500,19,3,6.0,6.8,1,1,0,1,0,0,0,Screen_Heavy
S0501,17,10,7.9,3.4,0,1,0,0,0,1,0,Sport_Focused
S0502,23,4,7.2,1.0,0,1,0,0,0,0,1,Academic_Focused
S0503,24,2,7.5,5.2,1,1,0,0,0,0,1,Balanced
S0504,8,2,6.1,5.0,1,0,0,1,0,0,0,Screen_Heavy
S0505,13,10,7.2,5.5,0,0,0,0,1,0,0,Sport_Focused
S0506,17,6,6.6,3.8,0,1,0,0,0,0,1,Balanced
S0507,2,2,7.8,8.7,1,0,1,0,0,0,0,Screen_Heavy
S0508,20,3,6.4,4.8,1,1,1,0,0,0,0,Screen_Heavy
S0509,8,3,6.5,5.2,1,1,0,0,0,1,0,Screen_Heavy
S0510,20,8,7.2,1.1,1,1,0,0,0,0,1,Sport_Focused
S0511,8,10,7.1,3.0,1,0,0,0,0,0,1,Sport_Focused
S0512,26,5,6.3,6.0,0,1,0,0,0,0,1,Academic_Focused
S0513,7,3,6.9,7.6,1,0,0,1,0,0,0,Screen_Heavy
S0514,14,5,5.9,5.5,0,1,0,0,0,1,0,Screen_Heavy
S0515,18,6,7.1,5.3,1,0,0,0,0,1,0,Balanced
S0516,17,5,8.0,5.9,1,1,0,0,0,1,0,Balanced
S0517,21,5,7.6,3.1,0,1,0,0,1,0,0,Academic_Focused
S0518,14,0,6.2,5.9,0,0,0,1,0,0,0,Screen_Heavy
S0519,10,2,6.2,4.8,1,0,0,0,0,1,0,Screen_Heavy
S0520,20,6,6.6,3.7,1,1,0,0,1,0,0,Balanced
S0521,24,5,6.9,4.3,0,0,0,1,0,0,0,Academic_Focused
S0522,21,6,6.9,4.4,0,0,0,0,1,0,0,Academic_Focused
S0523,13,3,6.4,6.8,1,0,0,1,0,0,0,Screen_Heavy
S0524,15,3,6.4,8.5,1,0,0,0,0,1,0,Screen_Heavy
S0525,7,0,6.0,10.8,1,0,1,0,0,0,0,Screen_Heavy
S0526,24,0,6.7,1.9,1,1,0,0,1,0,0,Academic_Focused
S0527,32,5,8.2,2.6,0,1,0,0,1,0,0,Academic_Focused
S0528,22,8,7.4,4.4,1,0,0,1,0,0,0,Balanced
S0529,9,4,8.6,5.4,1,1,0,1,0,0,0,Balanced
S0530,12,2,6.1,8.5,1,1,0,0,0,1,0,Screen_Heavy
S0531,1,4,6.3,8.6,0,1,0,0,0,1,0,Screen_Heavy
S0532,10,3,6.3,4.3,1,1,0,0,0,1,0,Screen_Heavy
S0533,8,1,6.4,11.0,1,1,0,1,0,0,0,Screen_Heavy
S0534,24,4,7.0,4.6,0,1,0,0,1,0,0,Academic_Focused
S0535,11,10,7.4,1.8,1,1,0,0,1,0,0,Sport_Focused
S0536,12,2,7.5,3.1,1,0,1,0,0,0,0,Screen_Heavy
S0537,9,3,7.0,8.4,0,1,0,0,0,1,0,Screen_Heavy
S0538,19,3,6.9,3.5,0,1,0,0,1,0,0,Balanced
S0539,22,3,6.9,1.7,1,1,0,0,0,0,1,Academic_Focused
S0540,17,4,8.0,2.2,1,0,0,0,1,0,0,Balanced
S0541,9,2,6.2,4.7,0,0,1,0,0,0,0,Screen_Heavy
S0542,16,4,6.1,4.8,0,0,0,0,0,0,1,Sport_Focused
S0543,28,5,7.6,2.7,1,0,0,0,0,1,0,Balanced
S0544,9,11,7.1,4.3,1,1,0,0,0,0,1,Sport_Focused
S0545,15,11,7.7,5.5,0,1,0,0,0,0,1,Sport_Focused
S0546,25,0,7.1,8.4,0,1,0,0,1,0,0,Academic_Focused
S0547,22,5,8.5,5.9,1,1,1,0,0,0,0,Balanced
S0548,19,7,8.0,3.1,1,1,0,0,0,1,0,Sport_Focused
S0549,33,4,7.7,2.2,1,1,0,0,1,0,0,Academic_Focused
S0550,10,6,6.3,3.3,1,0,0,0,0,0,1,Sport_Focused
S0551,20,0,7.2,4.1,0,0,0,0,1,0,0,Academic_Focused
S0552,7,2,6.1,8.4,0,1,1,0,0,0,0,Screen_Heavy
S0553,24,5,6.7,3.3,1,1,0,1,0,0,0,Academic_Focused
S0554,30,0,6.3,4.3,1,1,0,0,1,0,0,Academic_Focused
S0555,17,1,6.0,5.5,0,0,0,1,0,0,0,Screen_Heavy
S0556,22,4,6.9,3.1,0,0,0,0,1,0,0,Academic_Focused
S0557,18,5,8.3,3.4,1,0,0,0,1,0,0,Balanced
S0558,18,5,8.2,3.4,1,1,0,0,0,0,1,Balanced
S0559,16,9,7.6,2.1,1,1,0,0,1,0,0,Sport_Focused
S0560,22,4,8.6,3.7,1,0,0,0,0,0,1,Sport_Focused
S0561,13,8,6.4,2.8,1,1,0,0,0,1,0,Sport_Focused
S0562,18,4,6.4,5.7,0,0,0,0,0,1,0,Balanced
S0563,19,4,7.9,6.0,1,1,0,0,1,0,0,Balanced
S0564,24,5,8.0,4.1,1,1,0,0,0,1,0,Balanced
S0565,25,1,7.3,1.0,0,0,0,0,1,0,0,Academic_Focused
S0566,16,7,7.2,2.4,0,1,0,1,0,0,0,Academic_Focused
S0567,23,2,7.4,3.7,0,0,0,0,0,0,1,Academic_Focused
S0568,26,2,7.6,1.3,0,1,0,0,1,0,0,Academic_Focused
S0569,11,2,7.1,9.0,0,1,0,0,0,1,0,Screen_Heavy
S0570,20,7,7.0,5.5,0,0,1,0,0,0,0,Balanced
S0571,23,3,7.8,3.1,0,1,0,0,0,0,1,Academic_Focused
S0572,11,3,7.6,4.4,1,1,0,0,0,0,1,Sport_Focused
S0573,25,3,5.5,3.3,0,0,0,0,0,0,1,Academic_Focused
S0574,11,6,7.7,2.2,1,0,0,0,0,0,1,Sport_Focused
S0575,9,3,5.9,7.8,0,1,1,0,0,0,0,Screen_Heavy
S0576,15,2,6.2,9.0,1,1,1,0,0,0,0,Screen_Heavy
S0577,17,7,7.9,2.0,0,0,0,0,0,0,1,Balanced
S0578,9,2,7.0,7.7,1,1,0,1,0,0,0,Screen_Heavy
S0579,24,3,7.0,5.0,0,0,0,0,1,0,0,Academic_Focused
S0580,21,6,6.8,6.5,1,1,0,0,0,0,1,Balanced
S0581,20,4,8.3,6.5,0,0,0,0,0,0,1,Academic_Focused
S0582,8,3,5.4,10.1,1,1,0,0,0,1,0,Screen_Heavy
S0583,27,1,6.6,2.7,0,1,0,0,1,0,0,Academic_Focused
S0584,20,4,8.0,5.0,0,1,0,1,0,0,0,Balanced
S0585,17,6,8.4,4.3,1,1,0,0,0,0,1,Sport_Focused
S0586,14,2,6.5,5.6,1,0,0,1,0,0,0,Balanced
S0587,20,2,7.6,2.8,0,1,0,0,0,1,0,Balanced
S0588,14,4,7.2,4.6,1,1,0,0,1,0,0,Balanced
S0589,14,5,6.7,1.7,1,1,0,0,0,1,0,Balanced
S0590,16,7,7.8,8.1,1,1,0,0,0,1,0,Balanced
S0591,17,3,6.8,5.1,1,1,0,0,1,0,0,Balanced
S0592,18,7,7.6,3.0,1,1,0,0,0,1,0,Sport_Focused
S0593,11,1,8.1,3.8,1,0,0,0,0,0,1,Balanced
S0594,16,10,7.3,5.9,0,0,0,0,0,1,0,Balanced
S0595,13,1,6.4,7.4,1,0,1,0,0,0,0,Screen_Heavy
S0596,28,1,8.1,1.0,1,0,0,0,1,0,0,Academic_Focused
S0597,18,7,8.0,1.7,0,1,0,0,0,1,0,Sport_Focused
S0598,16,6,7.2,3.7,1,0,0,0,0,0,1,Balanced
S0599,15,5,6.8,7.7,0,1,0,0,0,1,0,Balanced
S0600,20,3,8.0,6.0,1,1,0,0,0,0,1,Balanced
S0601,19,4,7.5,7.5,0,1,0,1,0,0,0,Balanced
S0602,17,8,7.8,7.0,0,0,0,0,0,0,1,Balanced
S0603,19,5,7.7,3.4,1,0,1,0,0,0,0,Balanced
S0604,15,4,7.0,6.7,1,0,0,0,0,0,1,Balanced
S0605,24,4,7.5,4.5,1,1,0,1,0,0,0,Balanced
S0606,32,2,8.2,3.2,0,1,0,0,1,0,0,Academic_Focused
S0607,15,4,8.2,5.6,1,0,0,0,0,0,1,Balanced
S0608,25,2,7.1,3.5,0,0,0,0,1,0,0,Academic_Focused
S0609,13,4,6.7,2.6,0,1,0,1,0,0,0,Academic_Focused
S0610,21,9,7.1,3.8,1,0,0,0,0,0,1,Sport_Focused
S0611,14,0,7.6,5.9,1,1,0,1,0,0,0,Balanced
S0612,16,6,8.4,3.1,1,1,0,0,0,0,1,Sport_Focused
S0613,16,9,7.8,1.0,0,1,0,0,0,0,1,Sport_Focused
S0614,21,2,7.8,3.4,1,1,0,1,0,0,0,Balanced
S0615,6,2,6.1,8.0,1,1,1,0,0,0,0,Screen_Heavy
S0616,12,4,6.3,9.3,0,1,0,1,0,0,0,Screen_Heavy
S0617,17,7,7.7,3.7,1,0,0,0,0,0,1,Balanced
S0618,16,7,7.4,5.9,1,0,1,0,0,0,0,Balanced
S0619,8,3,6.8,8.7,0,1,0,1,0,0,0,Screen_Heavy
S0620,16,6,8.6,5.0,0,1,0,0,0,0,1,Sport_Focused
S0621,21,5,8.1,5.8,0,0,0,0,0,1,0,Balanced
S0622,21,6,7.0,5.5,0,1,0,0,1,0,0,Balanced
S0623,27,1,7.1,3.8,1,0,0,0,0,0,1,Academic_Focused
S0624,22,3,6.0,5.4,0,0,0,1,0,0,0,Academic_Focused
S0625,3,8,7.2,4.1,1,1,0,0,1,0,0,Sport_Focused
S0626,29,2,6.8,3.2,1,0,0,1,0,0,0,Academic_Focused
S0627,26,1,7.8,2.8,0,1,0,0,1,0,0,Academic_Focused
S0628,18,9,6.9,3.9,1,0,0,0,1,0,0,Sport_Focused
S0629,16,6,8.3,5.0,1,1,0,0,1,0,0,Balanced
S0630,20,1,8.3,5.6,0,1,0,0,0,1,0,Balanced
S0631,15,7,7.9,3.7,0,0,0,0,0,1,0,Sport_Focused
S0632,13,6,6.8,8.1,1,0,0,0,0,1,0,Screen_Heavy
S0633,24,0,7.5,2.0,1,1,0,1,0,0,0,Academic_Focused
S0634,29,1,6.2,2.1,0,1,0,0,1,0,0,Academic_Focused
S0635,17,5,6.8,6.1,0,1,1,0,0,0,0,Balanced
S0636,19,4,6.8,4.8,1,0,0,1,0,0,0,Academic_Focused
S0637,28,2,6.9,3.6,1,1,0,0,1,0,0,Academic_Focused
S0638,21,5,6.5,5.5,1,1,0,0,0,0,1,Balanced
S0639,12,5,7.3,3.7,0,0,0,1,0,0,0,Balanced
S0640,17,3,6.7,2.5,0,1,0,0,1,0,0,Academic_Focused
S0641,17,3,7.6,5.9,1,1,0,0,0,0,1,Balanced
S0642,19,4,7.8,3.5,1,1,0,1,0,0,0,Balanced
S0643,21,7,7.6,4.8,0,1,1,0,0,0,0,Balanced
S0644,20,6,7.5,3.9,0,1,0,0,1,0,0,Balanced
S0645,16,5,7.5,6.9,0,1,0,1,0,0,0,Balanced
S0646,15,1,6.1,14.0,1,1,0,1,0,0,0,Screen_Heavy
S0647,24,2,7.0,5.9,0,0,0,0,1,0,0,Academic_Focused
S0648,7,8,7.9,5.1,1,1,0,0,0,1,0,Sport_Focused
S0649,16,5,7.3,3.6,1,1,0,0,0,1,0,Sport_Focused
S0650,23,5,7.0,1.0,1,1,0,0,1,0,0,Academic_Focused
S0651,19,5,7.2,3.5,1,1,0,1,0,0,0,Balanced
S0652,22,2,7.0,7.5,1,1,0,0,1,0,0,Academic_Focused
S0653,29,3,6.3,1.6,1,1,0,0,1,0,0,Academic_Focused
S0654,16,9,8.7,1.0,1,0,0,0,0,0,1,Sport_Focused
S0655,28,2,7.1,4.9,0,0,0,0,0,0,1,Academic_Focused
S0656,24,8,7.6,6.8,1,0,0,0,0,1,0,Balanced
S0657,14,6,8.1,5.3,1,1,0,0,1,0,0,Balanced
S0658,21,5,7.8,6.1,1,0,0,0,1,0,0,Academic_Focused
S0659,15,8,7.6,1.7,1,1,0,0,1,0,0,Sport_Focused
S0660,29,4,7.0,6.0,1,1,0,0,0,0,1,Academic_Focused
S0661,26,0,6.6,3.5,0,1,0,0,0,0,1,Academic_Focused
S0662,9,1,8.0,6.7,0,0,0,1,0,0,0,Screen_Heavy
S0663,9,7,7.0,3.3,1,0,0,0,0,0,1,Sport_Focused
S0664,19,6,7.7,3.9,0,0,0,1,0,0,0,Balanced
S0665,17,7,6.9,6.4,1,1,0,1,0,0,0,Balanced
S0666,20,4,6.3,2.1,1,0,0,0,1,0,0,Balanced
S0667,16,5,6.5,4.7,0,1,0,0,0,1,0,Balanced
S0668,20,7,7.1,5.0,0,1,0,0,0,0,1,Balanced
S0669,21,6,7.9,8.6,0,0,0,0,1,0,0,Balanced
S0670,18,8,7.3,6.8,0,1,0,0,1,0,0,Balanced
S0671,17,3,8.2,5.3,0,1,1,0,0,0,0,Balanced
S0672,9,2,6.2,9.5,0,0,0,1,0,0,0,Screen_Heavy
S0673,17,4,7.3,6.6,1,0,0,0,1,0,0,Balanced
S0674,28,5,6.5,5.7,1,1,0,1,0,0,0,Academic_Focused
S0675,21,3,6.5,6.9,0,1,0,0,0,0,1,Academic_Focused
S0676,6,3,5.9,8.0,0,1,1,0,0,0,0,Screen_Heavy
S0677,22,7,8.0,3.1,1,0,0,0,0,1,0,Balanced
S0678,22,3,7.8,4.4,0,1,0,1,0,0,0,Academic_Focused
S0679,4,5,6.4,7.3,0,0,0,1,0,0,0,Screen_Heavy
S0680,13,1,6.5,6.7,0,0,0,1,0,0,0,Screen_Heavy
S0681,14,3,6.7,8.2,0,1,0,0,0,1,0,Screen_Heavy
S0682,18,3,7.6,3.5,1,1,0,0,0,0,1,Balanced
S0683,18,1,7.3,5.5,0,1,0,0,1,0,0,Balanced
S0684,9,7,7.3,3.4,0,1,0,0,0,0,1,Sport_Focused
S0685,10,1,7.0,9.3,0,1,0,0,0,1,0,Screen_Heavy
S0686,27,4,5.9,4.1,0,0,0,1,0,0,0,Academic_Focused
S0687,23,2,7.4,2.8,1,0,0,0,1,0,0,Academic_Focused
S0688,22,4,8.0,5.2,1,0,0,0,0,1,0,Balanced
S0689,15,10,7.6,3.1,0,1,0,0,1,0,0,Sport_Focused
S0690,19,1,6.8,6.1,1,1,0,0,0,0,1,Balanced
S0691,28,6,7.0,7.1,1,0,0,0,0,1,0,Balanced
S0692,32,6,8.2,2.2,0,1,0,0,1,0,0,Academic_Focused
S0693,20,6,7.2,7.2,1,1,0,0,1,0,0,Academic_Focused
S0694,17,4,7.5,6.2,0,0,0,1,0,0,0,Balanced
S0695,19,4,7.0,1.3,1,1,0,0,1,0,0,Balanced
S0696,11,7,8.0,5.8,1,0,0,0,1,0,0,Sport_Focused
S0697,18,7,7.9,5.1,1,1,0,1,0,0,0,Balanced
S0698,28,2,7.1,4.5,1,1,0,0,1,0,0,Academic_Focused
S0699,19,4,8.7,5.6,1,1,0,0,1,0,0,Balanced
S0700,23,4,6.7,1.0,0,1,0,0,0,0,1,Academic_Focused
S0701,27,5,8.3,5.0,1,1,0,0,1,0,0,Academic_Focused
S0702,27,6,7.9,4.6,1,1,0,0,0,1,0,Balanced
S0703,21,6,8.1,5.0,1,0,0,1,0,0,0,Balanced
S0704,19,6,7.3,6.2,1,1,0,0,0,0,1,Balanced
S0705,15,3,7.3,3.9,1,0,0,0,0,0,1,Balanced
S0706,15,1,6.1,7.6,1,0,0,0,0,1,0,Screen_Heavy
S0707,22,2,7.7,6.8,1,1,0,0,0,1,0,Balanced
S0708,18,3,6.9,7.2,0,1,0,1,0,0,0,Screen_Heavy
S0709,12,2,7.0,5.1,0,1,0,1,0,0,0,Balanced
S0710,11,6,8.6,3.3,1,1,0,0,0,0,1,Sport_Focused
S0711,19,7,7.1,4.7,1,1,0,0,0,0,1,Sport_Focused
S0712,13,3,6.7,3.3,1,0,0,0,1,0,0,Academic_Focused
S0713,24,0,7.7,4.4,0,1,0,1,0,0,0,Academic_Focused
S0714,31,4,7.0,3.3,0,1,0,1,0,0,0,Academic_Focused
S0715,18,5,7.8,3.6,0,1,0,0,0,1,0,Balanced
S0716,14,2,6.7,8.0,1,0,1,0,0,0,0,Screen_Heavy
S0717,4,1,5.0,9.1,1,1,0,1,0,0,0,Screen_Heavy
S0718,11,4,5.9,7.0,1,0,0,1,0,0,0,Screen_Heavy
S0719,20,4,7.1,4.5,0,1,1,0,0,0,0,Balanced
S0720,20,9,8.0,1.0,1,1,0,0,0,0,1,Sport_Focused
S0721,4,3,7.6,7.0,0,1,0,0,0,1,0,Screen_Heavy
S0722,11,3,6.8,6.3,0,1,1,0,0,0,0,Balanced
S0723,18,3,7.4,2.8,0,0,0,1,0,0,0,Balanced
S0724,10,9,8.1,4.4,1,1,0,0,1,0,0,Sport_Focused
S0725,26,4,7.4,5.1,0,0,0,1,0,0,0,Academic_Focused
S0726,6,2,6.2,10.1,0,1,0,1,0,0,0,Screen_Heavy
S0727,15,5,6.8,6.5,0,1,1,0,0,0,0,Balanced
S0728,10,4,7.1,3.7,0,0,0,0,0,0,1,Sport_Focused
S0729,22,2,7.8,4.6,1,0,0,0,0,0,1,Balanced
S0730,16,6,7.9,3.7,1,1,0,0,1,0,0,Balanced
S0731,18,6,7.6,3.9,0,1,0,0,0,0,1,Balanced
S0732,8,1,5.9,9.8,1,1,0,0,0,1,0,Screen_Heavy
S0733,18,8,6.9,2.9,1,0,0,0,1,0,0,Sport_Focused
S0734,24,4,7.7,4.0,1,1,0,1,0,0,0,Academic_Focused
S0735,19,2,6.1,5.6,1,0,0,0,1,0,0,Academic_Focused
S0736,10,4,6.8,7.9,1,1,0,1,0,0,0,Screen_Heavy
S0737,23,1,7.2,5.5,0,1,0,0,1,0,0,Academic_Focused
S0738,11,0,6.1,8.2,0,1,1,0,0,0,0,Screen_Heavy
S0739,19,5,6.9,2.3,0,1,0,0,1,0,0,Academic_Focused
S0740,29,2,5.6,4.0,0,1,0,1,0,0,0,Academic_Focused
S0741,25,2,6.6,4.8,0,1,0,0,1,0,0,Academic_Focused
S0742,17,8,7.4,5.0,0,1,1,0,0,0,0,Balanced
S0743,8,7,7.6,1.0,0,0,0,0,0,0,1,Sport_Focused
